target,fold,model,param_profile,weight_profile,top_k,features,weight_min,weight_max,weight_std,delta_std_val
Q2,4,extra_trees,wide,uniform,80,80,1.0,1.0,0.0,0.06395914273724905
Q2,0,extra_trees,wide,subject_class,80,80,0.6944947170525303,1.6015586836136328,0.22920391587672992,0.1046701694461007
Q2,1,extra_trees,wide,subject_class,80,80,0.7064029969484682,1.556954038069732,0.2088245410145694,0.11517807732775485
Q2,2,extra_trees,wide,subject_class,80,80,0.7611092951969975,1.4232779923399739,0.1831577748808994,0.13378771392425517
Q2,3,extra_trees,wide,subject_class,80,80,0.6903658060239651,1.6072749544068028,0.22935723472736116,0.10767997389973379
Q2,4,extra_trees,wide,subject_class,80,80,0.7531888587965279,1.4320774518465347,0.1825327141307405,0.058200973557245614
Q2,0,extra_trees,wide,recent_class,80,80,0.37343452016961265,2.4930388095277483,0.4198599727096614,0.10899318689293866
Q2,1,extra_trees,wide,recent_class,80,80,0.2786021224026623,2.625933654531812,0.47986961804952605,0.10937958972425092
Q2,2,extra_trees,wide,recent_class,80,80,0.31892883442194425,2.6731519165622135,0.5206801920402029,0.1346225077775086
Q2,3,extra_trees,wide,recent_class,80,80,0.31875489502607407,3.07487519703036,0.551869692444577,0.1352470476312498
Q2,4,extra_trees,wide,recent_class,80,80,0.3852755171778563,2.451898783989217,0.416811083883251,0.06120454991242135
Q2,0,extra_trees,wide,recent_resid,80,80,0.19748574549559283,3.1067171930031106,0.5692137476718786,0.11008949500758757
Q2,1,extra_trees,wide,recent_resid,80,80,0.1580625942308832,3.266252256803107,0.6358221550601525,0.1396262767703688
Q2,2,extra_trees,wide,recent_resid,80,80,0.18289949084030468,3.3610180494330395,0.7242320486803632,0.13454099735802713
Q2,3,extra_trees,wide,recent_resid,80,80,0.19349088632993516,4.056726180846679,0.7943381593091658,0.14687502177868902
Q2,4,extra_trees,wide,recent_resid,80,80,0.24662797832864475,3.3499415033179236,0.5981037951475735,0.057429267709949695
Q2,0,extra_trees,smooth,uniform,160,160,1.0,1.0,0.0,0.07750769035676466
Q2,1,extra_trees,smooth,uniform,160,160,1.0,1.0,0.0,0.06861233195615275
Q2,2,extra_trees,smooth,uniform,160,160,1.0,1.0,0.0,0.09309057724697728
Q2,3,extra_trees,smooth,uniform,160,160,1.0,1.0,0.0,0.09394443978560027
Q2,4,extra_trees,smooth,uniform,160,160,1.0,1.0,0.0,0.046806623813338895
Q2,0,extra_trees,smooth,subject_class,160,160,0.6944947170525303,1.6015586836136328,0.22920391587672992,0.08487015857314495
Q2,1,extra_trees,smooth,subject_class,160,160,0.7064029969484682,1.556954038069732,0.2088245410145694,0.07333520943659093
Q2,2,extra_trees,smooth,subject_class,160,160,0.7611092951969975,1.4232779923399739,0.1831577748808994,0.09696764922939931
Q2,3,extra_trees,smooth,subject_class,160,160,0.6903658060239651,1.6072749544068028,0.22935723472736116,0.10060314304513382
